ID,STANAME,ST,HUC,CLASS,FLOW,STAGE,TIME,TIME_UTC,URL,DATUM,COUNT,PERCENTILE,FLOODSTAGE,Longitude,Latitude
2234000 ,"ST. JOHNS RIVER ABOVE LAKE HARNEY NEAR GENEVA, FL",fl,3080101,5,2170,4.17,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02234000,NAD83,41,29.68,0,-81.0353374,28.7141611
2234308 ,"HOWELL CREEK NEAR ALTAMONTE SPRINGS, FL",fl,3080101,0,36.7,59.73,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02234308,NAD83,25,50.57,0,-81.32463889,28.6315
2234324 ,"HOWELL CREEK NEAR SLAVIA, FL",fl,3080101,5,32.1,29.37,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02234324,NAD83,50,35.35,0,-81.2645109,28.64777587
2234344 ,"HOWELL CREEK AT STATE HWY 434 NEAR OVIEDO, FL",fl,3080101,0,70,6.65,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02234344,NAD83,24,29.54,0,-81.2475656,28.68999664
2234384 ,"SOLDIER CREEK NEAR LONGWOOD, FL",fl,3080101,5,12.8,4.85,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02234384,NAD83,42,39.71,0,-81.308678,28.71888466
2234400 ,"GEE CREEK NEAR LONGWOOD, FL",fl,3080101,5,12.8,7.21,9/23/23 9:00,9/23/23 13:00,https://waterdata.usgs.gov/monitoring-location/02234400,NAD83,46,29.46,0,-81.2906221,28.7041629
2234435 ,"LAKE JESUP OUTLET NEAR SANFORD, FL",fl,3080101,0,43.8,2.88,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02234435,NAD83,22,14.45,0,-81.18117379,28.78415969
2234500 ,"ST. JOHNS RIVER NEAR SANFORD, FL",fl,3080101,5,2630,2.58,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02234500,NAD83,31,34.85,0,-81.3242323,28.83804694
2234990 ,"LITTLE WEKIVA RIVER NEAR ALTAMONTE SPRINGS, FL",fl,3080101,5,56.2,23.97,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02234990,NAD83,48,65.71,0,-81.3970138,28.6872192
2234991 ,"SANLANDO SPRINGS NR LONGWOOD, FL",fl,3080101,0,25.9,26.61,9/23/23 8:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02234991,NAD83,2,66.67,0,-81.3961583,28.68878333
2235000 ,"WEKIVA RIVER NEAR SANFORD, FL",fl,3080101,5,340,2.73,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02235000,NAD83,87,62.68,0,-81.4193056,28.81426389
2235200 ,"BLACKWATER CREEK NEAR CASSIA, FL",fl,3080101,4,9.44,5.72,9/23/23 9:15,9/23/23 13:15,https://waterdata.usgs.gov/monitoring-location/02235200,NAD83,43,13.47,0,-81.4897222,28.87444444
2235500 ,"BLUE SPRINGS NEAR ORANGE CITY, FL",fl,3080101,0,145,2.33,9/23/23 9:15,9/23/23 13:15,https://waterdata.usgs.gov/monitoring-location/02235500,NAD83,18,49.04,0,-81.3397866,28.944154
2236000 ,"ST. JOHNS RIVER NEAR DE LAND, FL",fl,3080101,5,2760,2.21,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02236000,NAD83,89,27.45,0,-81.3825651,29.00831827
2236125 ,"ST. JOHNS RIVER AT ASTOR, FL",fl,3080101,0,2350,2.03,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02236125,NAD83,28,11.49,0,-81.5220157,29.16692445
2236160 ,"SILVER GLEN SPRINGS NEAR ASTOR, FL",fl,3080101,0,90.1,2.1,9/23/23 9:45,9/23/23 13:45,https://waterdata.usgs.gov/monitoring-location/02236160,NAD83,18,64.16,0,-81.6425767,29.24469863
2236350 ,"GREEN SWAMP RUN NEAR EVA, FL",fl,3080102,5,19,4.48,9/23/23 9:15,9/23/23 13:15,https://waterdata.usgs.gov/monitoring-location/02236350,NAD83,44,49.03,0,-81.6853534,28.3111212
2236500 ,"BIG CREEK NEAR CLERMONT, FL",fl,3080102,5,5.83,2.09,9/23/23 9:15,9/23/23 13:15,https://waterdata.usgs.gov/monitoring-location/02236500,NAD83,65,31.28,0,-81.74007599,28.44778229
2236605 ,"LITTLE CREEK AT GREEN SWAMP ROAD NEAR CLERMONT, FL",fl,3080102,0,5.75,9.46,9/23/23 9:45,9/23/23 13:45,https://waterdata.usgs.gov/monitoring-location/02236605,NAD83,18,19.71,0,-81.7814655,28.4486152
2236840 ,"LAKE MINNEHAHA AT CLERMONT, FL",fl,3080102,0,0,95.94,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02236840,NAD83,0,0,0,-81.7834099,28.544167
2236900 ,"PALATLAKAHA R AT CHERRY LK OUT NEAR GROVELAND, FL",fl,3080102,5,2.46,95.63,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02236900,NAD83,65,48.1,0,-81.8222998,28.59277586
2236901 ,"PALATLAKAHA R BL SPWY AT CH LK OUT NR GROVELAND,FL",fl,3080102,0,0,94.49,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02236901,NAD83,0,0,0,-81.8225775,28.59249809
2237000 ,"PALATLAKAHA RIVER NEAR MASCOTTE, FL",fl,3080102,0,0,94.41,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02237000,NAD83,13,0,0,-81.8645229,28.6158301
2237001 ,"PALATLAKAHA RIVER BELOW SPWY, NEAR MASCOTTE, FL",fl,3080102,0,0,89.26,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02237001,NAD83,0,0,0,-81.8659118,28.61610787
2237010 ,"PALATLAKAHA R AT STRUCTURE M-6 NR MASCOTTE, FL",fl,3080102,0,0,89.49,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02237010,NAD83,0,0,0,-81.87230109,28.643329
2237011 ,"PALATLAKAHA R BELOW STRUCTURE M-6 NR MASCOTTE, FL",fl,3080102,0,0,87.95,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02237011,NAD83,0,0,0,-81.87230109,28.6441623
2237050 ,"PALATLAKAHA RIVER AT S M-5 NEAR OKAHUMPKA, FL",fl,3080102,0,0,87.42,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02237050,NAD83,0,0,0,-81.8845239,28.67888315
2237051 ,"PALATLAKAHA R BELOW STRUCTURE M-5 NR OKAHUMPKA, FL",fl,3080102,0,0,84.09,9/23/23 8:30,9/23/23 12:30,https://waterdata.usgs.gov/monitoring-location/02237051,NAD83,0,0,0,-81.88452388,28.67943868
2237206 ,"PALATLAKAHA R AT STRUCTURE M-4 NR OKAHUMPKA, FL",fl,3080102,0,0,82.73,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02237206,NAD83,0,0,0,-81.8842464,28.71499294
2237207 ,"PALATLAKAHA R BELOW STRUCTURE M-4 NR OKAHUMPKA, FL",fl,3080102,0,0,77.92,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02237207,NAD83,0,0,0,-81.8839687,28.71582624
2237293 ,"PALATLAKAHA R AT STRUCTURE M-1, NR OKAHUMPKA, FL",fl,3080102,4,0.71,70.61,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02237293,NAD83,52,19.32,0,-81.8725798,28.7444364
2237700 ,"APOPKA-BEAUCLAIR CANAL NEAR ASTATULA, FL",fl,3080102,5,26.9,66,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02237700,NAD83,64,58.17,0,-81.6847976,28.72249444
2237701 ,"APOPKA-BEAUCLAIR CANAL BL DAM NEAR ASTATULA, FL",fl,3080102,0,0,62.82,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02237701,NAD83,0,0,0,-81.6847976,28.72304997
2237734 ,"WOLF BRANCH AT FCRR NEAR MOUNT DORA, FL",fl,3080102,5,1.38,74.98,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02237734,NAD83,31,30.91,0,-81.60785149,28.79665898
2238000 ,"HAYNES CREEK AT LISBON, FL",fl,3080102,5,41.2,63,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02238000,NAD83,74,31.35,0,-81.7836894,28.87082178
2238001 ,"HAYNES CREEK BELOW BURRELL DAM AT LISBON, FL",fl,3080102,0,0,58.7,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02238001,NAD83,0,0,0,-81.7844444,28.8711111
2238499 ,"OCKLAWAHA R AB MOSS BLUFF DAM AT MOSS BLUFF,FL",fl,3080102,0,0,58.28,9/23/23 9:00,9/23/23 13:00,https://waterdata.usgs.gov/monitoring-location/02238499,NAD83,0,0,0,-81.8808333,29.0811111
2238500 ,"OCKLAWAHA RIVER AT MOSS BLUFF, FL",fl,3080102,4,24.9,36.42,9/23/23 9:00,9/23/23 13:00,https://waterdata.usgs.gov/monitoring-location/02238500,NAD83,62,23,0,-81.8808333,29.0811111
2239000 ,"OCKLAWAHA RIVER NR OCALA,FLA.",fl,3080102,4,54.9,34.61,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02239000,NAD83,51,11.53,0,-81.9923091,29.18331078
2239500 ,"SILVER SPRINGS NEAR OCALA, FL",fl,3080102,0,0,40.27,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02239500,NAD83,4,0,0,-82.05397819,29.21247638
2239501 ,"SILVER RIVER NEAR OCALA, FL",fl,3080102,4,620,2.63,9/23/23 9:30,9/23/23 13:15,https://waterdata.usgs.gov/monitoring-location/02239501,NAD83,90,18.89,0,-82.0412,29.2149764
2240000 ,"OCKLAWAHA RIVER NEAR CONNER, FL",fl,3080102,5,810,3.75,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02240000,NAD83,62,35.48,0,-81.9859203,29.21469888
2240500 ,"OCKLAWAHA RIVER AT EUREKA, FL",fl,3080102,5,800,18.93,9/23/23 9:15,9/23/23 13:15,https://waterdata.usgs.gov/monitoring-location/02240500,NAD83,56,27.95,0,-81.9019444,29.37166667
2243000 ,"ORANGE CREEK AT ORANGE SPRINGS, FL",fl,3080102,4,10.5,1.16,9/23/23 9:15,9/23/23 13:15,https://waterdata.usgs.gov/monitoring-location/02243000,NAD83,75,15.06,0,-81.9461999,29.50969267
2243959 ,"OCKLAWAHA R AB RODMAN DAM NR ORANGE SPRINGS,FLA.",fl,3080102,0,0,18.86,9/23/23 9:00,9/23/23 13:00,https://waterdata.usgs.gov/monitoring-location/02243959,NAD83,0,0,0,-81.80480679,29.50858114
2243960 ,"OCKLAWAHA R AT RODMAN DAM NEAR ORANGE SPRINGS, FL",fl,3080102,3,548,3.14,9/23/23 9:00,9/23/23 13:00,https://waterdata.usgs.gov/monitoring-location/02243960,NAD83,54,9.41,0,-81.8041667,29.50833333
2244040 ,"ST. JOHNS R AT BUFFALO BLUFF NEAR SATSUMA, FL",fl,3080103,0,-4490,12.27,9/23/23 9:15,9/23/23 13:15,https://waterdata.usgs.gov/monitoring-location/02244040,NAD83,29,3.33,0,-81.683138,29.5963582
2244333 ,HAW CREEK AB RUSSELLS LANDING NR ST JOHNS PARK FL,fl,3080103,0,18.1,2.47,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02244333,NAD83,12,11.78,0,-81.3711787,29.39469798
2244440 ,"DUNNS CREEK NEAR SATSUMA, FL",fl,3080103,0,-4520,12.39,9/23/23 9:00,9/23/23 13:00,https://waterdata.usgs.gov/monitoring-location/02244440,NAD83,27,3.57,0,-81.626191,29.57774783
2245260 ,"DEEP CREEK AT SPUDS, FL",fl,3080103,0,-90.6,1.25,9/23/23 9:45,9/23/23 13:45,https://waterdata.usgs.gov/monitoring-location/02245260,NAD83,28,3.45,0,-81.4843667,29.72338056
2245290 ,ST JOHNS RIVER AT RACY PT NEAR HASTINGS FL,fl,3080103,0,0,1.41,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02245290,NAD83,0,0,0,-81.55,29.8
2245340 ,"ST JOHNS R BLW SHANDS BRIDGE NR GRN COVE SPRG, FL",fl,3080103,0,0,1.17,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02245340,NAD83,0,0,0,-81.6151361,30.0059222
2245500 ,"SOUTH FORK BLACK CREEK NEAR PENNEY FARMS, FL",fl,3080103,4,48.2,1.12,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02245500,NAD83,83,22.14,0,-81.8520426,29.9794075
2246000 ,"NORTH FORK BLACK CREEK NEAR MIDDLEBURG, FL",fl,3080103,5,84.5,1.99,9/23/23 9:00,9/23/23 13:00,https://waterdata.usgs.gov/monitoring-location/02246000,NAD83,91,43.27,0,-81.9064915,30.1132953
2246010 ,"NORTH FORK BLACK CREEK AT MIDDLEBURG, FL",fl,3080103,0,0,13.37,9/23/23 9:45,9/23/23 13:45,https://waterdata.usgs.gov/monitoring-location/02246010,NAD83,0,0,0,-81.86371139,30.07607343
2246160 ,"JULINGTON CRK AT OLD ST AUGUST RD NR BAYARD, FL",fl,3080103,0,79.8,1.26,9/23/23 9:00,9/23/23 13:00,https://waterdata.usgs.gov/monitoring-location/02246160,NAD83,7,60.57,0,-81.5559,30.14333056
2246318 ,"ORTEGA RIVER AT KIRWIN ROAD NEAR JACKSONVILLE,FL",fl,3080103,0,26.8,6.41,9/23/23 9:15,9/23/23 13:15,https://waterdata.usgs.gov/monitoring-location/02246318,NAD83,17,37.62,0,-81.7684315,30.19635087
2246459 ,"CEDAR RIVER AT SAN JUAN AVENUE AT JACKSONVILLE, FL",fl,3080103,0,251,12.08,9/23/23 9:00,9/23/23 13:00,https://waterdata.usgs.gov/monitoring-location/02246459,NAD83,10,87.73,0,-81.7403761,30.28218375
2246500 ,"ST. JOHNS RIVER AT JACKSONVILLE, FL",fl,3080103,0,98900,11.28,9/23/23 9:00,9/23/23 13:00,https://waterdata.usgs.gov/monitoring-location/02246500,NAD83,25,96.15,0,-81.6653735,30.3224616
2246515 ,"POTTSBURG CREEK NR SOUTH JACKSONVILLE, FLA.",fl,3080103,0,8.76,19.59,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02246515,NAD83,10,27.62,0,-81.5900917,30.2644071
2246518 ,"POTTSBURG CRK AT US90 NR S. JACKSONVILLE, FL",fl,3080103,0,95,-0.03,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02246518,NAD83,6,85.71,0,-81.57,30.28696944
2246621 ,TROUT R NR JACKSONVILLE FLA,fl,3080103,0,1160,-0.51,9/23/23 9:30,9/23/23 13:15,https://waterdata.usgs.gov/monitoring-location/02246621,NAD83,3,75,0,-81.69648758,30.41746058
2246751 ,"BROWARD RIVER BL BISCAYNE BLVD NR JACKSONVILLE, FL",fl,3080103,0,183,-0.08,9/23/23 9:15,9/23/23 13:15,https://waterdata.usgs.gov/monitoring-location/02246751,NAD83,4,80,0,-81.6682,30.44333889
2246804 ,"DUNN CREEK AT DUNN CREEK RD NR EASTPORT, FL",fl,3080103,0,153,-0.41,9/23/23 9:00,9/23/23 13:00,https://waterdata.usgs.gov/monitoring-location/02246804,NAD83,5,83.33,0,-81.59688889,30.45494167
2246825 ,"CLAPBOARD CREEK NR JACKSONVILLE, FL",fl,3080103,0,435,-1.18,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02246825,NAD83,6,85.71,0,-81.5182611,30.44838056
2247222 ,"PELLICER CREEK NEAR ESPANOLA, FL",fl,3080201,0,749,15.33,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02247222,NAD83,14,93.33,0,-81.2595108,29.66941676
2247510 ,"TOMOKA RIVER NEAR HOLLY HILL, FL",fl,3080201,5,35,7.31,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02247510,NAD83,58,41.77,0,-81.1086687,29.21748099
2248000 ,"SPRUCE CREEK NEAR SAMSULA, FL",fl,3080201,4,5.2,2.16,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02248000,NAD83,72,18.72,0,-81.0464455,29.05081845
2248380 ,"HAULOVER CANAL NEAR MIMS,FL",fl,3080202,0,-4040,1.21,9/23/23 9:45,9/23/23 13:45,https://waterdata.usgs.gov/monitoring-location/02248380,NAD83,12,7.69,0,-80.754773,28.73638079
2249007 ,EAU GALLIE RIV AT HEATHER GLEN CIR AT MELBOURNE FL,fl,3080202,0,0,13.41,9/23/23 9:00,9/23/23 13:00,https://waterdata.usgs.gov/monitoring-location/02249007,NAD83,32,5.68,0,-80.6467205,28.12695888
2249500 ,"CRANE CREEK AT MELBOURNE, FL",fl,3080202,5,28.9,6.2,9/23/23 9:15,9/23/23 13:15,https://waterdata.usgs.gov/monitoring-location/02249500,NAD83,37,51.8,0,-80.6294983,28.07946057
2250030 ,"TURKEY CREEK AT PALM BAY, FL",fl,3080202,4,79.3,6.46,9/23/23 9:45,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02250030,NAD83,36,16.34,0,-80.59588719,28.01724054
2251000 ,"SOUTH PRONG ST SEBASTIAN RIVER NEAR SEBASTIAN,FL",fl,3080203,0,120,12.45,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02251000,NAD83,29,60.52,0,-80.5058868,27.76947258
2251500 ,"NORTH PRONG SAINT SEBASTIAN RIVER NEAR MICCO, FL",fl,3080203,5,60,5.95,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02251500,NAD83,36,58.27,0,-80.52422,27.85613569
2251767 ,"FELLSMERE CANAL NEAR MICCO, FL",fl,3080203,5,91.9,2.42,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02251767,NAD83,31,52.66,0,-80.5342203,27.83058119
2251800 ,"INDIAN RIVER AT WABASSO, FL",fl,3080203,0,0,1.39,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02251800,NAD83,0,0,0,-80.4275516,27.75447297
2252500 ,"NORTH CANAL NEAR VERO BEACH, FL",fl,3080203,5,33.1,3.09,9/23/23 9:45,9/23/23 13:45,https://waterdata.usgs.gov/monitoring-location/02252500,NAD83,72,57.04,0,-80.42005169,27.69308613
2253000 ,"MAIN CANAL AT VERO BEACH, FL",fl,3080203,5,86.1,8.62,9/23/23 9:00,9/23/23 13:00,https://waterdata.usgs.gov/monitoring-location/02253000,NAD83,72,58.22,0,-80.405607,27.64780983
2253500 ,"SOUTH CANAL NEAR VERO BEACH, FL",fl,3080203,5,36.1,2.59,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02253500,NAD83,72,47.92,0,-80.386579,27.6044779
2255600 ,"FISHEATING CREEK NEAR LAKE PLACID,FL",fl,3090103,0,395,77.57,9/23/23 9:45,9/23/23 13:45,https://waterdata.usgs.gov/monitoring-location/02255600,NAD83,20,85.9,0,-81.4614637,27.20921499
2256500 ,"FISHEATING CREEK AT PALMDALE, FL",fl,3090103,5,345,5.03,9/23/23 9:00,9/23/23 13:00,https://waterdata.usgs.gov/monitoring-location/02256500,NAD83,92,45.69,0,-81.3147949,26.9325585
2257000 ,"FISHEATING CREEK AT LAKEPORT, FL",fl,3090201,0,457,15.6,9/23/23 8:45,9/23/23 12:45,https://waterdata.usgs.gov/monitoring-location/02257000,NAD83,26,36.99,0,-81.11784588,26.96255665
2257750 ,"HARNEY POND CANAL 2.4 MILES BL S70 NR LAKEPORT, FL",fl,3090103,0,216,18.94,9/23/23 8:45,9/23/23 12:45,https://waterdata.usgs.gov/monitoring-location/02257750,NAD83,5,50.44,0,-81.1327222,27.09083333
2257790 ,"HARNEY POND CANAL ABOVE S-71 NR LAKEPORT, FL",fl,3090103,0,33.5,18.95,9/23/23 9:15,8/17/23 15:30,https://waterdata.usgs.gov/monitoring-location/02257790,NAD83,5,16.67,0,-81.0714972,27.0389222
2258800 ,"INDIAN PRAIRIE CANAL AB PUMP STA NR OKEECHOBEE, FL",fl,3090103,0,180,19.62,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02258800,NAD83,4,64.81,0,-81.0699806,27.15438056
2259100 ,"INDIAN PRAIRIE CANAL ABOVE S-72 NR OKEECHOBEE, FL",fl,3090103,0,84,19.76,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02259100,NAD83,4,40.51,0,-81.0091722,27.0964472
2262900 ,"BOGGY CREEK NEAR TAFT, FL",fl,3090101,5,114,6.19,9/23/23 9:45,9/23/23 13:45,https://waterdata.usgs.gov/monitoring-location/02262900,NAD83,64,60.74,0,-81.3106247,28.37139699
2263800 ,"SHINGLE CREEK AT AIRPORT NEAR KISSIMMEE, FL",fl,3090101,5,164,5.66,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02263800,NAD83,64,60,0,-81.450905,28.3041775
2263850 ,"BAY LAKE NEAR VINELAND, FL",fl,3090101,0,0,94.41,9/23/23 9:15,9/23/23 13:15,https://waterdata.usgs.gov/monitoring-location/02263850,NAD83,0,0,0,-81.5575734,28.41361777
2263868 ,"SOUTH LAKE NEAR VINELAND, FL",fl,3090101,0,0,93.2,9/23/23 8:45,9/23/23 12:45,https://waterdata.usgs.gov/monitoring-location/02263868,NAD83,0,0,0,-81.5378509,28.41278456
2263869 ,"SOUTH LAKE OUTLET AT S-15, NEAR VINELAND, FL",fl,3090101,0,0,93.2,9/23/23 8:45,9/23/23 12:45,https://waterdata.usgs.gov/monitoring-location/02263869,NAD83,47,33.54,0,-81.5378509,28.41278456
2263870 ,"SOUTH LAKE OUTLET BELOW S-15 NEAR VINELAND, FLA.",fl,3090101,0,0,88.92,9/23/23 8:45,9/23/23 12:45,https://waterdata.usgs.gov/monitoring-location/02263870,NAD83,0,0,0,-81.5378509,28.41278456
2264000 ,"CYPRESS CREEK AT VINELAND, FL",fl,3090101,5,8.89,2.39,9/23/23 9:00,9/23/23 13:00,https://waterdata.usgs.gov/monitoring-location/02264000,NAD83,76,60.87,0,-81.5195173,28.39056323
2264003 ,"CYPRESS CREEK CANAL AT S-103A NEAR VINELAND, FL",fl,3090101,0,15.6,92.75,9/23/23 8:45,9/23/23 12:45,https://waterdata.usgs.gov/monitoring-location/02264003,NAD83,20,40.97,0,-81.5250729,28.38945214
2264004 ,LATERAL 103 BELOW S-103A NR VINELAND,fl,3090101,0,0,90.03,9/23/23 8:45,9/23/23 12:45,https://waterdata.usgs.gov/monitoring-location/02264004,NAD83,0,0,0,-81.52535068,28.38917437
